,Unnamed: 0,CamId,Filename,S_Spring,S_Summer,S_Fall,S_Winter,D_Night,D_Twilight,D_Sunrise,D_Sunset,D_Day,D_FullDaylight,I_Height,I_Width,I_LowestSky,I_Low09Sky,DQ_TimeDiffers,IQ_Empty,IQ_Noise,Conds,Fog,Rain,Snow,Hail,Thunder
36684,36684,24325,20130909_220851.jpg,0,0,1,0,0,0,0,0,1,1,768,1024,418,409,825,0,0.18532527731320173,Light Rain,0,1,0,0,0
40902,40902,260,20140427_204456.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,337,325,299,0,0.4633131932829869,Clear,0,0,0,0,0
75782,75782,7211,20120325_123952.jpg,1,0,0,0,0,0,0,0,1,1,1024,1280,415,406,0,0,0.18532527731320392,Clear,0,0,0,0,0
73967,73967,684,20131224_141151.jpg,0,0,0,1,1,0,0,0,0,0,720,1280,523,505,1003,0,0.3706505546264095,Partly Cloudy,0,0,0,0,0
41018,41018,260,20140521_051455.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,337,325,304,0,0.9220823862992806,Clear,0,0,0,0,0
78750,78750,7371,20120515_084714.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,487,482,63,0,0.6419855924665049,Partly Cloudy,0,0,0,0,0
78609,78609,7371,20120415_081713.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,487,482,87,0,0.3888265556932825,Overcast,0,0,0,0,0
34825,34825,21511,20140618_180150.jpg,0,1,0,0,0,0,0,0,1,1,480,640,231,226,880,0,0.7967204291145424,Mostly Cloudy,0,0,0,0,0
56056,56056,4679,20140515_191017.jpg,1,0,0,0,1,0,0,0,0,0,480,640,188,185,110,0,0.2961639170366669,Light Rain,0,1,0,0,0
82415,82415,8438,20130802_144628.jpg,0,1,0,0,0,0,0,0,1,1,600,800,271,267,1027,0,0.02482887919657056,Clear,0,0,0,0,0
34615,34615,21511,20140507_200155.jpg,1,0,0,0,0,0,0,0,1,1,480,640,231,226,881,0,0.8091348687128286,Overcast,0,0,0,0,0
18173,18173,18590,20120806_053919.jpg,0,1,0,0,1,0,0,0,0,0,480,640,280,268,407,0,0.32099279623325433,Mostly Cloudy,0,0,0,0,0
902,902,10066,20130630_144630.jpg,0,1,0,0,0,0,0,0,1,1,480,640,278,268,0,0,0.4633131932829966,Scattered Clouds,0,0,0,0,0
76542,76542,7211,20120906_084000.jpg,0,0,1,0,0,0,0,0,1,1,1024,1280,415,406,0,0,0.06783375946002604,Mostly Cloudy,0,0,0,0,0
87674,87674,8887,20140404_013805.jpg,1,0,0,0,1,0,0,0,0,0,768,1024,52,48,0,0,0.8662174081069915,Partly Cloudy,0,0,0,0,0
39541,39541,260,20130720_161455.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,337,325,1046,0,0.4136554348898588,Scattered Clouds,0,0,0,0,0
2674,2674,10870,20130906_040805.jpg,0,0,1,0,1,0,0,0,0,0,480,640,185,183,0,0,0.5426700756802333,Unknown,0,0,0,0,0
11542,11542,162,20130809_123834.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,521,513,1034,0,0.4848156334147249,Clear,0,0,0,0,0
71676,71676,684,20120821_231152.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,523,505,437,0,0.4136554348898648,Scattered Clouds,0,0,0,0,0
27800,27800,204,20140117_185029.jpg,0,0,0,1,0,0,0,0,1,1,480,704,369,366,356,0,0.2531590367732203,Light Snow,0,0,1,0,0
82623,82623,858,20140612_103255.jpg,0,1,0,0,0,1,0,0,0,0,480,640,278,278,579,0,0.7544874517224112,Scattered Clouds,0,0,0,0,0
76486,76486,7211,20120826_051027.jpg,0,1,0,0,0,1,0,0,0,0,1024,1280,415,406,0,0,0.2531590367732268,Clear,0,0,0,0,0
25145,25145,19388,20131121_031401.jpg,0,0,1,0,1,0,0,0,0,0,960,1280,396,393,84,0,0.5559758319396011,Light Rain,0,1,0,0,0
61190,61190,5020,20140819_001533.jpg,0,0,0,1,1,0,0,0,0,0,480,640,247,243,224,0,0.7346482311231096,Mostly Cloudy,0,0,0,0,0
13381,13381,162,20140819_010840.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,521,513,496,0,0.4136554348898626,Clear,0,0,0,0,0
79078,79078,7371,20120819_131720.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,487,482,1353,0,0.4566603151532981,Unknown,0,0,0,0,0
93421,93421,9730,20130326_205712.jpg,0,0,1,0,1,0,0,0,0,0,480,640,182,179,0,0,0.6295711528682271,Partly Cloudy,0,0,0,0,0
67610,67610,65,20131008_223307.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,425,420,418,0,0.30281679516636795,Clear,0,0,0,0,0
76622,76622,7211,20120923_130958.jpg,0,0,1,0,0,0,0,0,1,1,1024,1280,415,406,0,0,0.1356675189200539,Scattered Clouds,0,0,0,0,0
78364,78364,7371,20120226_131713.jpg,0,0,0,1,0,0,0,0,1,1,960,1280,487,482,1353,0,0.5741518330064742,Overcast,0,0,0,0,0
23159,23159,19306,20130910_222333.jpg,0,0,1,0,0,0,0,0,1,1,960,1296,272,249,528,0,0.901797507369422,Rain,0,1,0,0,0
93688,93688,9730,20130519_115712.jpg,0,0,1,0,0,0,0,0,1,1,480,640,182,179,0,0,0.10507707825490027,Light Drizzle,0,1,0,0,0
90207,90207,9291,20140304_124523.jpg,1,0,0,0,0,0,0,0,1,1,480,640,152,143,155,0,0.6238095913996452,Partly Cloudy,0,0,0,0,0
5679,5679,10917,20130125_135416.jpg,0,0,0,1,0,0,0,1,0,1,960,1280,959,959,146,0,0.7594771103196878,Scattered Clouds,0,0,0,0,0
9197,9197,11160,20131118_072313.jpg,0,0,1,0,1,0,0,0,0,0,480,640,233,232,93,0,0.4876964141490291,Overcast,0,0,0,0,0
59728,59728,5020,20131008_074526.jpg,1,0,0,0,0,0,0,0,1,1,480,640,247,243,0,0,3.0862858487723564e-17,Clear,0,0,0,0,0
51024,51024,3888,20130525_011407.jpg,1,0,0,0,1,0,0,0,0,0,240,320,69,68,46,0,0.0,Clear,0,0,0,0,0
59619,59619,5020,20130916_164534.jpg,1,0,0,0,0,0,0,0,1,1,480,640,247,243,0,0,4.115047798363142e-17,Light Rain,0,1,0,0,0
33872,33872,21511,20131127_133143.jpg,0,0,1,0,0,0,0,0,1,1,480,640,231,226,1072,0,0.7628035493845279,Overcast,0,0,0,0,0
29370,29370,21444,20140805_122809.jpg,0,1,0,0,0,0,0,0,1,1,1154,1728,1153,1153,1043,0,0.5559758319395932,Clear,0,0,0,0,0
93011,93011,9730,20130104_005705.jpg,0,1,0,0,1,0,0,0,0,0,480,640,182,179,202,0,0.9663048277646104,Heavy Thunderstorms and Rain,0,1,0,0,1
280,280,10066,20130226_122727.jpg,0,0,0,1,0,0,0,0,1,1,480,640,278,268,1408,0,0.3768577744255439,Mostly Cloudy,0,0,0,0,0
21472,21472,19106,20130508_110645.jpg,1,0,0,0,0,0,0,0,1,1,480,640,256,255,306,0,0.4136554348898529,Unknown,0,0,0,0,0
78649,78649,7371,20120423_101803.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,487,482,88,0,0.43848431408643823,Light Rain Showers,0,1,0,0,0
88225,88225,8887,20140723_073822.jpg,0,1,0,0,0,0,0,0,1,1,768,1024,52,48,72,0,0.3706505546264013,Mostly Cloudy,0,0,0,0,0
51643,51643,3888,20131031_081221.jpg,0,0,1,0,0,0,0,0,1,1,240,320,69,68,48,0,0.4848156334147271,Mostly Cloudy,0,0,0,0,0
83318,83318,861,20140727_000600.jpg,0,1,0,0,0,0,0,0,1,1,480,640,164,163,612,0,0.4384843140864175,Light Rain,0,1,0,0,0
89554,89554,9112,20130921_184919.jpg,0,0,1,0,1,0,0,0,0,0,480,640,265,262,0,0,0.438484314086428,Mostly Cloudy,0,0,0,0,0
37051,37051,24325,20131202_143850.jpg,0,0,0,1,0,1,0,0,0,0,768,1024,418,409,975,0,0.6391048117322141,Overcast,0,0,0,0,0
56271,56271,4679,20140627_151019.jpg,0,1,0,0,0,0,0,0,1,1,480,640,188,185,110,0,0.4633131932829915,Scattered Clouds,0,0,0,0,0
38677,38677,260,20130121_174500.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,337,325,1094,0,0.4814891943498855,Scattered Clouds,0,0,0,0,0
19812,19812,18590,20130704_030923.jpg,0,1,0,0,1,0,0,0,0,0,480,640,280,268,358,0,0.3458216754298298,Overcast,0,0,0,0,0
58728,58728,4801,20111013_111003.jpg,0,0,1,0,0,0,0,0,1,1,480,640,243,241,0,0,0.459986754218155,Mostly Cloudy,0,0,0,0,0
38130,38130,24325,20140720_130852.jpg,0,1,0,0,1,0,0,0,0,0,768,1024,418,409,825,0,0.4575516318144022,Clear,0,0,0,0,0
41438,41438,260,20140813_101503.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,337,325,442,0,0.9448023876329004,Mostly Cloudy,0,0,0,0,0
14243,14243,17218,20130416_104012.jpg,1,0,0,0,0,0,0,0,1,1,600,960,310,310,100,0,0.3209927962332431,,0,0,0,0,0
10683,10683,162,20130212_210840.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,521,513,884,0,0.4136554348898713,Overcast,0,0,0,0,0
59531,59531,5020,20130829_201527.jpg,0,0,0,1,0,0,0,1,0,1,480,640,247,243,135,0,1.0827719519443016e-15,Clear,0,0,0,0,0
40490,40490,260,20140203_151459.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,337,325,996,0,0.4136554348898535,Light Freezing Fog,1,0,0,0,0
43358,43358,3395,20110216_123727.jpg,0,0,0,1,0,0,0,0,1,1,485,974,277,275,143,0,0.0926626386565993,,0,0,0,0,0
9518,9518,11331,20140406_111127.jpg,1,0,0,0,0,0,0,0,1,1,665,857,181,180,1331,0,0.648638470596223,Scattered Clouds,0,0,0,0,0
59426,59426,5020,20130808_021541.jpg,0,0,0,1,1,0,0,0,0,0,480,640,247,243,195,0,0.0678337594600271,Overcast,0,0,0,0,0
42789,42789,3297,20130828_150128.jpg,0,1,0,0,0,0,0,0,1,1,412,550,242,236,913,0,8.063813898522412e-15,Overcast,0,0,0,0,0
51227,51227,3888,20130708_174355.jpg,0,1,0,0,0,0,0,0,1,1,240,320,69,68,47,0,0.3921529947581369,Partly Cloudy,0,0,0,0,0
26125,26125,19834,20140706_190238.jpg,0,1,0,0,0,0,0,0,1,1,512,672,283,282,891,0,0.6419855924665113,Mostly Cloudy,0,0,0,0,0
24489,24489,19388,20130713_011404.jpg,0,1,0,0,0,1,0,0,0,0,960,1280,396,393,106,0,0.3706505546264003,,0,0,0,0,0
34098,34098,21511,20140111_133208.jpg,0,0,0,1,1,0,0,0,0,0,480,640,231,226,973,0,0.9505639491014732,Clear,0,0,0,0,0
18402,18402,18590,20120920_130924.jpg,0,0,1,0,1,0,0,0,0,0,480,640,280,268,883,0,0.11749151785317835,Scattered Clouds,0,0,0,0,0
56123,56123,4679,20140529_144016.jpg,1,0,0,0,0,0,0,0,1,1,480,640,188,185,160,0,0.3209927962332539,Light Rain,0,1,0,0,0
29296,29296,21444,20140721_080225.jpg,0,1,0,0,1,0,0,0,0,0,1154,1728,1153,1153,431,0,0.2779879159698016,Clear,0,0,0,0,0
39084,39084,260,20130416_031457.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,337,325,393,0,0.8587926271059753,Scattered Clouds,0,0,0,0,0
40886,40886,260,20140424_144456.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,337,325,1092,0,0.5493229538099071,Clear,0,0,0,0,0
80422,80422,75,20131028_144259.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,621,616,910,0,0.3458216754298304,Mostly Cloudy,0,0,0,0,0
49239,49239,3837,20140308_115215.jpg,1,0,0,0,0,0,0,0,1,1,480,640,124,119,0,0,0.5063180735464629,Unknown,0,0,0,0,0
78216,78216,7371,20120127_164808.jpg,0,0,0,1,0,1,0,0,0,0,960,1280,487,482,62,0,0.4384843140864339,Light Rain,0,1,0,0,0
5045,5045,10917,20120920_162418.jpg,0,0,1,0,0,0,0,0,1,1,960,1280,959,959,94,0,0.8836215063025414,Clear,0,0,0,0,0
87709,87709,8887,20140411_073810.jpg,1,0,0,0,0,0,0,0,1,1,768,1024,52,48,0,0,0.2688999154363656,Clear,0,0,0,0,0
75459,75459,7211,20120118_063952.jpg,0,0,0,1,1,0,0,0,0,0,1024,1280,415,406,0,0,0.0,Clear,0,0,0,0,0
44033,44033,3395,20110705_210728.jpg,0,1,0,0,1,0,0,0,0,0,485,974,277,275,53,0,0.43848431408642985,,0,0,0,0,0
69164,69164,65,20140822_180311.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,425,420,972,0,0.2870759165032398,Partly Cloudy,0,0,0,0,0
20511,20511,18590,20131120_203930.jpg,0,0,1,0,0,0,0,0,1,1,480,640,280,268,407,0,0.5741518330064932,Mostly Cloudy,0,0,0,0,0
14642,14642,17218,20130709_081012.jpg,0,1,0,0,0,0,1,0,0,1,600,960,310,310,190,0,0.3458216754298281,Unknown,0,0,0,0,0
15304,15304,17218,20131118_164015.jpg,0,0,1,0,0,0,0,0,1,1,600,960,310,310,100,0,1.3656302602336529e-14,Unknown,0,0,0,0,0
6298,6298,10917,20130529_082415.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,959,959,94,0,0.8273108697796966,Light Rain,0,1,0,0,0
9488,9488,11331,20140331_124134.jpg,1,0,0,0,0,0,0,0,1,1,665,857,181,180,159,0,1.1695669281730094e-30,Clear,0,0,0,0,0
53722,53722,4181,20131230_130052.jpg,0,0,0,1,1,0,0,0,0,0,480,640,166,155,778,0,2.4836510511554603e-17,Clear,0,0,0,0,0
83775,83775,8733,20130130_093643.jpg,0,0,0,1,0,0,0,0,1,1,480,640,321,319,0,0,0.4136554348898463,Mostly Cloudy,0,0,0,0,0
5552,5552,10917,20121231_172423.jpg,0,0,0,1,0,0,0,1,0,1,960,1280,959,959,94,0,0.5741518330064795,Clear,0,0,0,0,0
58205,58205,4801,20110603_131003.jpg,0,1,0,0,0,0,0,0,1,1,480,640,243,241,0,0,6.172571697544713e-17,Scattered Clouds,0,0,0,0,0
27591,27591,204,20131206_154949.jpg,0,0,0,1,0,0,0,0,1,1,480,704,369,366,1025,0,0.2779879159698023,Overcast,0,0,0,0,0
4631,4631,10917,20120528_052452.jpg,1,0,0,0,0,0,1,0,0,1,960,1280,959,959,94,0,0.6601615935334055,Clear,0,0,0,0,0
21878,21878,19106,20130728_113649.jpg,0,1,0,0,0,0,0,0,1,1,480,640,256,255,156,0,0.0,Unknown,0,0,0,0,0
40601,40601,260,20140226_151453.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,337,325,1044,0,0.43848431408644384,Mostly Cloudy,0,0,0,0,0
13293,13293,162,20140801_130846.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,521,513,884,0,0.4384843140864242,Clear,0,0,0,0,0
80336,80336,75,20130924_151300.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,621,616,819,0,0.32099279623325705,Clear,0,0,0,0,0
44137,44137,3395,20110726_200728.jpg,0,1,0,0,1,0,0,0,0,0,485,974,277,275,53,0,0.7503891097862426,,0,0,0,0,0
56640,56640,4679,20140909_174019.jpg,0,0,1,0,1,0,0,0,0,0,480,640,188,185,160,0,0.0,Scattered Clouds,0,0,0,0,0
13340,13340,162,20140810_123834.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,521,513,1034,0,0.4566603151533058,Partly Cloudy,0,0,0,0,0
47312,47312,3837,20130207_041524.jpg,0,0,0,1,1,0,0,0,0,0,480,640,124,119,145,0,0.6238095913996258,Light Snow,0,0,1,0,0
9868,9868,11331,20140615_111122.jpg,0,1,0,0,0,0,0,0,1,1,665,857,181,180,1331,0,0.6601615935333887,Mostly Cloudy,0,0,0,0,0
59535,59535,5020,20130830_181540.jpg,0,0,0,1,0,0,0,0,1,1,480,640,247,243,135,0,0.2961639170366825,Clear,0,0,0,0,0
77432,77432,7233,20130625_150143.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,258,247,60,0,5.1438097479539266e-17,Light Rain Showers,0,1,0,0,0
42030,42030,3297,20130218_163113.jpg,0,0,0,1,0,0,0,0,1,1,412,550,242,236,1010,0,4.838288339113447e-15,Light Rain,0,1,0,0,0
47558,47558,3837,20130328_092218.jpg,1,0,0,0,0,0,0,0,1,1,480,640,124,119,98,0,1.2536815809422887e-14,,0,0,0,0,0
76681,76681,7211,20121006_151006.jpg,0,0,1,0,0,0,0,0,1,1,1024,1280,415,406,0,0,0.2746614769049489,Clear,0,0,0,0,0
61831,61831,5021,20130702_201637.jpg,0,0,0,1,0,1,0,0,0,0,480,640,257,254,136,0,0.09266263865659777,Clear,0,0,0,0,0
7129,7129,1093,20140704_202358.jpg,0,1,0,0,0,0,0,0,1,1,480,640,212,207,450,0,0.1311235186533324,Clear,0,0,0,0,0
73818,73818,684,20131124_154149.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,523,505,1093,0,0.41365543488985823,Partly Cloudy,0,0,0,0,0
53666,53666,4181,20131219_143032.jpg,0,0,0,1,1,0,0,0,0,0,480,640,166,155,928,0,0.17291083771491586,Clear,0,0,0,0,0
82053,82053,8438,20130518_074634.jpg,1,0,0,0,1,0,0,0,0,0,600,800,271,267,353,0,0.5063180735464519,Partly Cloudy,0,0,0,0,0
87725,87725,8887,20140414_050808.jpg,1,0,0,0,1,0,0,0,0,0,768,1024,52,48,78,0,0.03724331879486259,Unknown,0,0,0,0,0
80933,80933,75,20140518_141255.jpg,1,0,0,0,1,0,0,0,0,0,720,1280,621,616,820,0,0.3706505546264016,Clear,0,0,0,0,0
8369,8369,11160,20130605_152319.jpg,0,1,0,0,0,0,0,0,1,1,480,640,233,232,93,0,0.8182228692462641,Partly Cloudy,0,0,0,0,0
24530,24530,19388,20130721_074411.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,396,393,156,0,0.277987915969802,Clear,0,0,0,0,0
53122,53122,4181,20130824_190041.jpg,0,1,0,0,0,0,0,0,1,1,480,640,166,155,778,0,0.6113951518013481,Partly Cloudy,0,0,0,0,0
27146,27146,204,20130908_184951.jpg,0,0,1,0,0,0,0,0,1,1,480,704,369,366,355,0,0.2779879159697863,Overcast,0,0,0,0,0
13727,13727,17218,20130103_164017.jpg,0,0,0,1,0,0,0,0,1,1,600,960,310,310,100,0,6.172571697544713e-17,Unknown,0,0,0,0,0
91394,91394,9483,20130628_025408.jpg,0,1,0,0,0,0,0,0,1,1,647,1024,306,302,206,0,0.11749151785317295,Mostly Cloudy,0,0,0,0,0
26159,26159,19834,20140713_143249.jpg,0,1,0,0,0,0,0,0,1,1,512,672,283,282,981,0,0.8091348687128302,Mostly Cloudy,0,0,0,0,0
21036,21036,18590,20140323_170922.jpg,1,0,0,0,0,0,0,0,1,1,480,640,280,268,883,0,0.4881420724795797,Overcast,0,0,0,0,0
47425,47425,3837,20130301_221533.jpg,1,0,0,0,1,0,0,0,0,0,480,640,124,119,145,0,1.0287619495907856e-17,Overcast,0,0,0,0,0
12922,12922,162,20140518_233836.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,521,513,406,0,0.4136554348898618,Partly Cloudy,0,0,0,0,0
41759,41759,260,20141017_041459.jpg,0,0,1,0,1,0,0,0,0,0,720,1280,337,325,396,0,0.9844808288314904,Clear,0,0,0,0,0
42016,42016,3297,20130216_050112.jpg,0,0,0,1,1,0,0,0,0,0,412,550,242,236,481,0,0.16049639811663174,Scattered Clouds,0,0,0,0,0
50683,50683,3888,20130313_234225.jpg,1,0,0,0,1,0,0,0,0,0,240,320,69,68,0,0,2.057523899181571e-17,Unknown,0,0,0,0,0
24917,24917,19388,20131006_211406.jpg,0,0,1,0,1,0,0,0,0,0,960,1280,396,393,84,0,0.3639976764967089,Clear,0,0,0,0,0
72767,72767,684,20130328_134155.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,523,505,1093,0,0.4814891943498638,Mostly Cloudy,0,0,0,0,0
77721,77721,7233,20131019_123140.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,258,247,109,0,7.53053747100455e-15,Unknown,0,0,0,0,0
25425,25425,19834,20140217_013235.jpg,0,0,0,1,1,0,0,0,0,0,512,672,283,282,459,0,0.4964581701416916,Clear,0,0,0,0,0
6064,6064,10917,20130412_092419.jpg,1,0,0,0,0,0,0,0,1,1,960,1280,959,959,94,0,0.7413011092527964,Rain,0,1,0,0,0
39115,39115,260,20130422_111505.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,337,325,298,0,0.4384843140864211,Clear,0,0,0,0,0
62262,62262,5021,20130927_111631.jpg,1,0,0,0,0,0,0,0,1,1,480,640,257,254,136,0,0.2035012783800784,,0,0,0,0,0
20720,20720,18590,20140101_083932.jpg,0,0,0,1,1,0,0,0,0,0,480,640,280,268,407,0,0.32099279623325394,Overcast,0,0,0,0,0
20255,20255,18590,20130930_190923.jpg,0,0,1,0,0,0,0,0,1,1,480,640,280,268,883,0,0.3639976764967108,Mostly Cloudy,0,0,0,0,0
37874,37874,24325,20140529_223844.jpg,1,0,0,0,0,0,0,0,1,1,768,1024,418,409,465,0,0.3209927962332561,Clear,0,0,0,0,0
1937,1937,10870,20130305_112556.jpg,1,0,0,0,0,0,0,0,1,1,480,640,185,183,35,0,0.2961639170366864,Clear,0,0,0,0,0
43522,43522,3395,20110325_190729.jpg,1,0,0,0,1,0,0,0,0,0,485,974,277,275,53,0,0.5244940746133356,,0,0,0,0,0
58006,58006,4801,20110424_171003.jpg,1,0,0,0,0,0,0,0,1,1,480,640,243,241,0,0,0.09266263865658432,Mostly Cloudy,0,0,0,0,0
77473,77473,7233,20130705_193146.jpg,0,1,0,0,0,1,0,0,0,0,720,1280,258,247,49,0,0.13566751892005352,Mostly Cloudy,0,0,0,0,0
19471,19471,18590,20130422_133930.jpg,1,0,0,0,0,0,0,0,1,1,480,640,280,268,1033,0,0.16049639811663405,Scattered Clouds,0,0,0,0,0
78989,78989,7371,20120801_114722.jpg,0,1,0,0,0,0,0,0,1,1,960,1280,487,482,1377,0,0.4566603151533142,Unknown,0,0,0,0,0
19494,19494,18590,20130427_060929.jpg,1,0,0,0,1,0,0,0,0,0,480,640,280,268,317,0,0.2531590367732288,Overcast,0,0,0,0,0
88682,88682,8953,20130115_044314.jpg,0,0,0,1,0,0,0,0,1,1,960,1280,594,586,277,0,0.5692815881989833,Mostly Cloudy,0,0,0,0,0
59992,59992,5020,20131130_071531.jpg,1,0,0,0,0,1,0,0,0,0,480,640,247,243,135,0,0.0678337594600273,Clear,0,0,0,0,0
83493,83493,861,20140913_023605.jpg,0,0,1,0,0,1,0,0,0,0,480,640,164,163,462,0,0.380184213490391,Clear,0,0,0,0,0
67339,67339,65,20130814_233308.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,425,420,418,0,0.591110272871486,Clear,0,0,0,0,0
42664,42664,3297,20130723_013115.jpg,0,1,0,0,0,0,0,1,0,1,412,550,242,236,331,0,0.3706505546263998,Clear,0,0,0,0,0
19762,19762,18590,20130623_233923.jpg,0,1,0,0,0,0,0,0,1,1,480,640,280,268,407,0,0.4848156334147322,Mostly Cloudy,0,0,0,0,0
58419,58419,4801,20110811_121002.jpg,0,1,0,0,0,0,0,0,1,1,480,640,243,241,0,0,0.3458216754298277,Mostly Cloudy,0,0,0,0,0
24739,24739,19388,20130901_044408.jpg,0,0,1,0,0,0,0,0,1,1,960,1280,396,393,156,0,0.26557347637150275,Unknown,0,0,0,0,0
62838,62838,623,20121109_174147.jpg,0,0,1,0,0,0,0,0,1,1,720,1280,435,435,1031,0,0.4384843140864224,Clear,0,0,0,0,0
25521,25521,19834,20140307_233239.jpg,1,0,0,0,0,0,0,0,1,1,512,672,283,282,459,0,0.41365543488986056,Mostly Cloudy,0,0,0,0,0
67380,67380,65,20130824_020313.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,425,420,468,0,0.43848431408642896,Mostly Cloudy,0,0,0,0,0
54023,54023,4584,20130124_053658.jpg,0,0,0,1,1,0,0,0,0,0,480,640,246,245,74,0,0.5816960277972735,Mostly Cloudy,0,0,0,0,0
35339,35339,22788,20140206_012734.jpg,0,0,0,1,1,0,0,0,0,0,800,1280,357,351,37,0,0.3458216754298296,Light Snow,0,0,1,0,0
50974,50974,3888,20130511_101403.jpg,1,0,0,0,0,0,0,0,1,1,240,320,69,68,46,0,0.4459090950874426,Partly Cloudy,0,0,0,0,0
74941,74941,684,20140714_111155.jpg,0,1,0,0,1,0,0,0,0,0,720,1280,523,505,437,0,0.39547943382298173,Scattered Clouds,0,0,0,0,0
63514,63514,623,20130326_001150.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,435,435,499,0,0.3954794338229735,Clear,0,0,0,0,0
55952,55952,4679,20140423_231018.jpg,1,0,0,0,1,0,0,0,0,0,480,640,188,185,110,0,0.0,Clear,0,0,0,0,0
54785,54785,4584,20130629_030646.jpg,0,1,0,0,1,0,0,0,0,0,480,640,246,245,76,0,0.4384843140864301,Clear,0,0,0,0,0
36874,36874,24325,20131022_133846.jpg,0,0,1,0,1,0,0,0,0,0,768,1024,418,409,975,0,0.6097319322689236,Clear,0,0,0,0,0
41195,41195,260,20140625_144455.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,337,325,1093,0,0.4814891943498776,Overcast,0,0,0,0,0
78522,78522,7371,20120329_061813.jpg,1,0,0,0,1,0,0,0,0,0,960,1280,487,482,88,0,0.4814891943498648,Unknown,0,0,0,0,0
65564,65564,623,20140529_171147.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,435,435,941,0,0.4633131932830055,Clear,0,0,0,0,0
82710,82710,861,20140121_173553.jpg,0,0,0,1,0,0,0,0,1,1,480,640,164,163,979,0,0.18865171637804656,Clear,0,0,0,0,0
71720,71720,684,20120830_174151.jpg,0,1,0,0,0,0,0,0,1,1,720,1280,523,505,1093,0,0.4318314359567508,Partly Cloudy,0,0,0,0,0
60015,60015,5020,20131204_161539.jpg,0,1,0,0,0,0,0,0,1,1,480,640,247,243,135,0,5.55531452779024e-15,Partly Cloudy,0,0,0,0,0
88888,88888,8953,20130226_084309.jpg,0,0,0,1,0,0,0,0,1,1,960,1280,594,586,157,0,0.3954794338229781,Overcast,0,0,0,0,0
43789,43789,3395,20110517_233728.jpg,1,0,0,0,1,0,0,0,0,0,485,974,277,275,97,0,0.6419855924665085,,0,0,0,0,0
28109,28109,204,20140323_175000.jpg,1,0,0,0,0,0,0,0,1,1,480,704,369,366,1084,0,0.3921529947581317,Overcast,0,0,0,0,0
68061,68061,65,20140106_170314.jpg,0,0,0,1,0,0,0,0,1,1,720,1280,425,420,972,0,0.2531590367732269,Clear,0,0,0,0,0
12079,12079,162,20131124_133835.jpg,0,0,1,0,0,1,0,0,0,0,720,1280,521,513,1034,0,0.43848431408643374,Clear,0,0,0,0,0
39029,39029,260,20130404_121449.jpg,1,0,0,0,0,0,0,0,1,1,720,1280,337,325,1092,0,0.4169818739547048,Clear,0,0,0,0,0
29367,29367,21444,20140804_150233.jpg,0,1,0,0,0,0,0,0,1,1,1154,1728,1153,1153,949,0,0.4881420724795752,Haze,0,0,0,0,0
25758,25758,19834,20140424_060242.jpg,1,0,0,0,1,0,0,0,0,0,512,672,283,282,309,0,0.5774782720713278,Scattered Clouds,0,0,0,0,0
53664,53664,4181,20131219_013033.jpg,0,0,0,1,0,0,0,0,1,1,480,640,166,155,512,0,2.057523899181571e-17,Clear,0,0,0,0,0
21379,21379,18590,20140531_053924.jpg,1,0,0,0,1,0,0,0,0,0,480,640,280,268,407,0,0.32099279623325483,Overcast,0,0,0,0,0
10306,10306,11331,20140911_091118.jpg,0,0,1,0,0,0,0,0,1,1,665,857,181,180,81,0,1.1695669281730094e-30,Fog,1,0,0,0,0
